Reservation_ID,Date,Reservation_Time,Party_Size,Service,Source,Status,Booked_At,Lead_Time_Days,Guest_Name,Guest_Email,Guest_Phone,Guest_Notes,Special_Request,Table_ID,Seated_Time,Departed_Time,Turn_Time_Minutes,Wait_Time_Minutes,Server_Assigned
RES-000578,2026-03-15,2026-03-15 13:15:30,2,Brunch,Website,Completed,2026-03-15 06:15:30,0,Liam Carter,liam.carter@icloud.com,604-750-3371,,,2-TOP-01,2026-03-15 13:15:30,2026-03-15 14:32:30,77,0,Sarah M.
RES-000579,2026-03-15,2026-03-15 13:26:20,4,Brunch,Resy,Completed,2026-03-15 03:26:20,0,Hans Flores,hans.flores@yahoo.ca,604-704-6128,,Anniversary dinner — candle on dessert,4-TOP-08,2026-03-15 13:34:20,2026-03-15 14:42:20,68,8,Jake T.
RES-000586,2026-03-15,2026-03-15 17:32:29,6,Dinner,OpenTable,Completed,2026-03-15 13:32:29,0,Kayla Adams,kayla.adams@gmail.com,604-603-3928,Business dinner,,6-TOP-02,2026-03-15 17:32:29,2026-03-15 19:47:29,135,0,Maya C.
RES-000600,2026-03-15,2026-03-15 17:41:21,2,Dinner,OpenTable,Completed,2026-03-15 08:41:21,0,Michael Watanabe,michael.watanabe@yahoo.ca,,,Anniversary dinner — candle on dessert,2-TOP-05,2026-03-15 17:56:21,2026-03-15 19:15:21,79,15,Maya C.
RES-000587,2026-03-15,2026-03-15 17:53:39,4,Dinner,OpenTable,Completed,2026-03-15 07:53:39,0,Omar Kim,omar.kim@gmail.com,604-839-9736,,,4-TOP-07,2026-03-15 17:53:39,2026-03-15 19:13:39,80,0,Sarah M.
RES-000581,2026-03-15,2026-03-15 18:00:40,2,Dinner,OpenTable,Completed,2026-02-22 10:00:40,21,Ryan Dubois,ryan.dubois@outlook.com,604-433-6406,,Gluten-free needed,2-TOP-08,2026-03-15 18:00:40,2026-03-15 19:59:40,119,0,Emma W.
RES-000592,2026-03-15,2026-03-15 18:15:49,1,Dinner,Walk-In,Canceled,2026-03-08 17:15:49,7,Amber Wright,amber.wright@shaw.ca,604-393-7664,Wine enthusiast,Vegetarian menu requested,2-TOP-07,,,,,
RES-000598,2026-03-15,2026-03-15 18:16:17,3,Dinner,OpenTable,Completed,2026-03-13 17:16:17,2,James Ivanov,james.ivanov@yahoo.ca,604-246-1294,,Vegetarian menu requested,4-TOP-07,2026-03-15 18:16:17,2026-03-15 19:44:17,88,0,Jake T.
RES-000597,2026-03-15,2026-03-15 18:20:08,6,Dinner,Resy,Completed,2026-03-14 10:20:08,1,Sakura Morris,,604-252-6940,,Gluten-free needed,6-TOP-02,2026-03-15 18:28:08,2026-03-15 20:47:08,139,8,Jake T.
RES-000584,2026-03-15,2026-03-15 18:20:17,6,Dinner,OpenTable,Late Cancel,2026-03-15 10:20:17,0,Hiroshi Morris,,604-808-2391,Wine enthusiast,Quiet table please,6-TOP-01,,,,,
RES-000605,2026-03-15,2026-03-15 18:32:14,2,Dinner,OpenTable,Completed,2026-03-15 08:32:14,0,Amber White,amber.white@shaw.ca,604-584-2643,Business dinner,,2-TOP-08,2026-03-15 18:35:14,2026-03-15 20:09:14,94,3,David L.
RES-000591,2026-03-15,2026-03-15 18:33:59,6,Dinner,Phone,Completed,2026-03-15 12:33:59,0,Noah Dubois,noah.dubois@shaw.ca,,Wine enthusiast,,6-TOP-01,2026-03-15 18:38:59,2026-03-15 20:45:59,127,5,Emma W.
RES-000599,2026-03-15,2026-03-15 18:37:31,2,Dinner,OpenTable,Completed,2026-03-15 11:37:31,0,James Cho,james.cho@outlook.com,604-581-1599,,Window seat preferred,2-TOP-03,2026-03-15 18:37:31,2026-03-15 20:07:31,90,0,David L.
RES-000607,2026-03-15,2026-03-15 18:41:07,4,Dinner,OpenTable,Completed,2026-03-15 06:41:07,0,Soo-Yeon Wright,soo-yeon.wright@icloud.com,604-433-3440,Celebrating birthday,,4-TOP-01,2026-03-15 18:46:07,2026-03-15 20:17:07,91,5,Jake T.
RES-000588,2026-03-15,2026-03-15 18:50:48,3,Dinner,Resy,Canceled,2026-03-15 16:50:48,0,Melissa Costa,melissa.costa@shaw.ca,604-742-5258,VIP guest,Window seat preferred,4-TOP-07,,,,,
RES-000594,2026-03-15,2026-03-15 18:54:54,2,Dinner,Resy,Completed,2026-03-14 11:54:54,1,Alex Nelson,alex.nelson@gmail.com,604-948-3851,First time,Quiet table please,2-TOP-02,2026-03-15 18:54:54,2026-03-15 20:14:54,80,0,Maya C.
RES-000589,2026-03-15,2026-03-15 19:01:54,3,Dinner,Resy,No-Show,2026-03-15 08:01:54,0,Ryan Edwards,ryan.edwards@hotmail.com,604-662-4171,,,4-TOP-07,,,,,
RES-000601,2026-03-15,2026-03-15 19:03:23,1,Dinner,Resy,Completed,2026-03-15 18:03:23,0,Logan Brown,logan.brown@hotmail.com,,,Vegetarian menu requested,2-TOP-01,2026-03-15 19:11:23,2026-03-15 20:41:23,90,8,Emma W.
RES-000590,2026-03-15,2026-03-15 19:16:31,6,Dinner,OpenTable,No-Show,2026-03-15 10:16:31,0,Ingrid Green,ingrid.green@yahoo.ca,604-560-8769,,High chair needed,6-TOP-01,,,,,
RES-000585,2026-03-15,2026-03-15 19:25:06,3,Dinner,Walk-In,Completed,2026-03-14 14:25:06,1,Jin Evans,jin.evans@outlook.com,604-719-2122,VIP guest,Vegetarian menu requested,4-TOP-09,2026-03-15 19:28:06,2026-03-15 20:53:06,85,3,Sarah M.
RES-000596,2026-03-15,2026-03-15 19:30:07,2,Dinner,OpenTable,Completed,2026-03-01 13:30:07,14,Jessica Roberts,jessica.roberts@icloud.com,604-344-5017,Business dinner,Quiet table please,2-TOP-08,2026-03-15 19:30:07,2026-03-15 21:15:07,105,0,David L.
RES-000604,2026-03-15,2026-03-15 19:31:08,4,Dinner,OpenTable,Canceled,2026-03-12 17:31:08,3,Stephanie Anderson,,604-690-3445,,High chair needed,4-TOP-09,,,,,
RES-000603,2026-03-15,2026-03-15 19:36:16,2,Dinner,OpenTable,Late Cancel,2026-03-08 09:36:16,7,Liam Martin,liam.martin@outlook.com,604-593-1679,Regular — prefers patio,Window seat preferred,2-TOP-04,,,,,
RES-000602,2026-03-15,2026-03-15 19:43:31,4,Dinner,OpenTable,Completed,2026-03-12 17:43:31,3,Lauren Park,lauren.park@outlook.com,604-326-2316,First time,,4-TOP-09,2026-03-15 19:58:31,2026-03-15 21:15:31,77,15,Sarah M.
RES-000595,2026-03-15,2026-03-15 19:59:37,6,Dinner,Walk-In,Completed,2026-03-15 11:59:37,0,Nathan Evans,nathan.evans@outlook.com,604-241-1181,,Gluten-free needed,6-TOP-02,2026-03-15 20:07:37,2026-03-15 22:05:37,118,8,David L.
RES-000593,2026-03-15,2026-03-15 20:01:18,4,Dinner,OpenTable,Canceled,2026-03-14 14:01:18,1,Kenji Baker,kenji.baker@hotmail.com,604-496-6435,,Gluten-free needed,4-TOP-08,,,,,
RES-000583,2026-03-15,2026-03-15 20:16:44,3,Dinner,OpenTable,Completed,2026-03-14 13:16:44,1,Ravi Roberts,ravi.roberts@outlook.com,604-886-8842,,Window seat preferred,4-TOP-09,2026-03-15 20:16:44,2026-03-15 21:34:44,78,0,Jake T.
RES-000606,2026-03-15,2026-03-15 20:21:58,1,Dinner,Resy,No-Show,2026-03-12 12:21:58,3,Ryan Nakamura,,604-935-3348,Business dinner,,2-TOP-05,,,,,
RES-000582,2026-03-15,2026-03-15 20:27:49,2,Dinner,Phone,Completed,2026-03-15 12:27:49,0,Ryan Mitchell,,,First time,Window seat preferred,2-TOP-04,2026-03-15 20:42:49,2026-03-15 22:23:49,101,15,Sarah M.
RES-000613,2026-03-16,2026-03-16 11:45:23,2,Lunch,Phone,Completed,2026-03-16 03:45:23,0,Taylor Costa,taylor.costa@icloud.com,604-408-1215,VIP guest,,2-TOP-02,2026-03-16 11:55:23,2026-03-16 13:06:23,71,10,Sarah M.
RES-000608,2026-03-16,2026-03-16 11:56:42,4,Lunch,Phone,Completed,2026-03-15 05:56:42,1,Tyler Dubois,tyler.dubois@yahoo.ca,,VIP guest,,4-TOP-08,2026-03-16 12:01:42,2026-03-16 13:06:42,65,5,David L.
RES-000611,2026-03-16,2026-03-16 12:12:15,4,Lunch,OpenTable,Canceled,2026-03-14 02:12:15,2,Kenji Turner,,604-387-4653,,Anniversary dinner — candle on dessert,4-TOP-03,,,,,
RES-000612,2026-03-16,2026-03-16 12:18:28,3,Lunch,OpenTable,Completed,2026-03-13 09:18:28,3,Aiden Martinez,aiden.martinez@gmail.com,604-324-4148,Wine enthusiast,Allergic to shellfish,4-TOP-06,2026-03-16 12:28:28,2026-03-16 13:44:28,76,10,Maya C.
RES-000609,2026-03-16,2026-03-16 13:16:01,3,Lunch,OpenTable,Completed,2026-03-11 07:16:01,5,Amber Costa,amber.costa@shaw.ca,604-490-4068,,Window seat preferred,4-TOP-02,2026-03-16 13:21:01,2026-03-16 14:19:01,58,5,Jake T.
RES-000610,2026-03-16,2026-03-16 13:22:04,6,Lunch,Phone,Completed,2026-03-16 08:22:04,0,Melissa Chen,melissa.chen@icloud.com,604-265-3082,,,6-TOP-02,2026-03-16 13:22:04,2026-03-16 14:39:04,77,0,David L.
RES-000627,2026-03-16,2026-03-16 17:31:02,5,Dinner,Resy,Completed,2026-03-16 14:31:02,0,Daniel Suzuki,daniel.suzuki@gmail.com,604-936-5557,Business dinner,Gluten-free needed,6-TOP-01,2026-03-16 17:31:02,2026-03-16 19:30:02,119,0,David L.
RES-000628,2026-03-16,2026-03-16 17:32:30,4,Dinner,OpenTable,Completed,2026-03-16 08:32:30,0,Tyler Hall,tyler.hall@icloud.com,604-767-3121,,Allergic to shellfish,4-TOP-04,2026-03-16 17:37:30,2026-03-16 18:58:30,81,5,David L.
RES-000622,2026-03-16,2026-03-16 17:45:05,6,Dinner,Phone,Completed,2026-03-09 07:45:05,7,Stephanie Stewart,stephanie.stewart@gmail.com,604-939-7025,First time,Quiet table please,6-TOP-02,2026-03-16 17:55:05,2026-03-16 19:31:05,96,10,Sarah M.
RES-000619,2026-03-16,2026-03-16 17:47:42,3,Dinner,Resy,Completed,2026-03-14 06:47:42,2,Melissa Hall,,604-875-3660,Wine enthusiast,Gluten-free needed,4-TOP-06,2026-03-16 17:52:42,2026-03-16 19:45:42,113,5,David L.
RES-000615,2026-03-16,2026-03-16 18:05:46,3,Dinner,Walk-In,Completed,2026-03-09 07:05:46,7,Kenji Adams,kenji.adams@outlook.com,604-399-2716,,Anniversary dinner — candle on dessert,4-TOP-07,2026-03-16 18:10:46,2026-03-16 19:38:46,88,5,Jake T.
RES-000626,2026-03-16,2026-03-16 18:07:14,4,Dinner,Walk-In,Completed,2026-03-16 13:07:14,0,Wei Allen,wei.allen@hotmail.com,,VIP guest,High chair needed,4-TOP-08,2026-03-16 18:10:14,2026-03-16 19:32:14,82,3,Maya C.
RES-000618,2026-03-16,2026-03-16 18:20:03,4,Dinner,Resy,No-Show,2026-03-16 16:20:03,0,Liam Wilson,liam.wilson@yahoo.ca,604-661-4397,,,4-TOP-09,,,,,
RES-000617,2026-03-16,2026-03-16 18:30:09,2,Dinner,OpenTable,Completed,2026-03-16 17:30:09,0,Kevin Walker,,604-630-1031,Business dinner,High chair needed,2-TOP-04,2026-03-16 18:30:09,2026-03-16 19:57:09,87,0,Jake T.
RES-000621,2026-03-16,2026-03-16 18:34:02,3,Dinner,Phone,Completed,2026-03-16 18:34:02,0,Priya Collins,priya.collins@outlook.com,604-833-9448,First time,,4-TOP-07,2026-03-16 18:42:02,2026-03-16 20:35:02,113,8,David L.
RES-000614,2026-03-16,2026-03-16 18:49:49,6,Dinner,Walk-In,Canceled,2026-02-23 17:49:49,21,Andrew Scott,andrew.scott@icloud.com,604-854-1074,,,6-TOP-02,,,,,
RES-000623,2026-03-16,2026-03-16 18:52:44,2,Dinner,Phone,Completed,2026-03-14 09:52:44,2,Daniel Carter,daniel.carter@yahoo.ca,604-931-5031,,,2-TOP-03,2026-03-16 18:55:44,2026-03-16 20:41:44,106,3,David L.
RES-000625,2026-03-16,2026-03-16 19:08:25,2,Dinner,Website,Completed,2026-03-13 17:08:25,3,Soo-Yeon Garcia,soo-yeon.garcia@yahoo.ca,604-212-8027,,,2-TOP-08,2026-03-16 19:08:25,2026-03-16 20:27:25,79,0,David L.
RES-000624,2026-03-16,2026-03-16 19:25:44,1,Dinner,Walk-In,Completed,2026-03-09 15:25:44,7,Amanda Yamamoto,amanda.yamamoto@outlook.com,604-830-2764,First time,Anniversary dinner — candle on dessert,2-TOP-03,2026-03-16 19:25:44,2026-03-16 21:08:44,103,0,Maya C.
RES-000620,2026-03-16,2026-03-16 19:31:56,4,Dinner,Resy,Late Cancel,2026-03-14 10:31:56,2,Ingrid Johansson,ingrid.johansson@icloud.com,604-752-9356,Business dinner,Allergic to shellfish,4-TOP-06,,,,,
RES-000616,2026-03-16,2026-03-16 19:49:15,2,Dinner,Resy,Completed,2026-03-15 12:49:15,1,Aiden Rossi,aiden.rossi@hotmail.com,604-527-6478,,Allergic to shellfish,2-TOP-07,2026-03-16 19:54:15,2026-03-16 21:33:15,99,5,Jake T.
RES-000632,2026-03-17,2026-03-17 11:53:42,3,Lunch,OpenTable,No-Show,2026-03-15 11:53:42,2,Logan Edwards,logan.edwards@yahoo.ca,,,,4-TOP-06,,,,,
RES-000633,2026-03-17,2026-03-17 12:15:36,5,Lunch,OpenTable,Completed,2026-03-14 09:15:36,3,Stephanie Cho,stephanie.cho@hotmail.com,604-828-7014,Business dinner,Allergic to shellfish,6-TOP-01,2026-03-17 12:25:36,2026-03-17 13:55:36,90,10,Maya C.
RES-000631,2026-03-17,2026-03-17 13:02:58,3,Lunch,Resy,Completed,2026-03-12 01:02:58,5,Melissa Roberts,,604-749-9733,Regular — prefers patio,Window seat preferred,4-TOP-09,2026-03-17 13:10:58,2026-03-17 14:21:58,71,8,Sarah M.
RES-000629,2026-03-17,2026-03-17 13:07:14,6,Lunch,Resy,Completed,2026-03-17 10:07:14,0,Sven Yamamoto,sven.yamamoto@yahoo.ca,604-290-4793,,,6-TOP-01,2026-03-17 13:17:14,2026-03-17 14:44:14,87,10,Emma W.
RES-000630,2026-03-17,2026-03-17 13:09:25,4,Lunch,OpenTable,Completed,2026-03-17 09:09:25,0,Sarah Lee,sarah.lee@icloud.com,604-915-6057,Celebrating birthday,,4-TOP-03,2026-03-17 13:09:25,2026-03-17 14:28:25,79,0,Maya C.
RES-000634,2026-03-17,2026-03-17 13:11:14,4,Lunch,OpenTable,Completed,2026-03-17 01:11:14,0,Chris Hill,chris.hill@shaw.ca,604-635-2137,Regular — prefers patio,High chair needed,4-TOP-04,2026-03-17 13:11:14,2026-03-17 14:27:14,76,0,Jake T.
RES-000635,2026-03-17,2026-03-17 13:20:09,2,Lunch,Phone,Completed,2026-03-17 07:20:09,0,Hiroshi Wright,hiroshi.wright@yahoo.ca,604-872-8383,,,2-TOP-03,2026-03-17 13:25:09,2026-03-17 14:47:09,82,5,Sarah M.
RES-000647,2026-03-17,2026-03-17 17:39:22,1,Dinner,OpenTable,Completed,2026-03-17 08:39:22,0,Aiden Watanabe,,604-873-3243,,Gluten-free needed,2-TOP-04,2026-03-17 17:39:22,2026-03-17 19:27:22,108,0,Maya C.
RES-000644,2026-03-17,2026-03-17 17:41:44,6,Dinner,Walk-In,Completed,2026-03-16 06:41:44,1,Sarah Baker,sarah.baker@icloud.com,,Celebrating birthday,Window seat preferred,6-TOP-02,2026-03-17 17:41:44,2026-03-17 19:25:44,104,0,Maya C.
RES-000637,2026-03-17,2026-03-17 17:44:26,4,Dinner,OpenTable,Completed,2026-03-15 17:44:26,2,Hans Nakamura,hans.nakamura@yahoo.ca,604-958-2039,VIP guest,,4-TOP-03,2026-03-17 17:44:26,2026-03-17 19:31:26,107,0,Jake T.
RES-000640,2026-03-17,2026-03-17 17:45:27,4,Dinner,OpenTable,Completed,2026-03-17 06:45:27,0,Lauren Baker,,604-839-6125,,Allergic to shellfish,4-TOP-03,2026-03-17 17:45:27,2026-03-17 19:28:27,103,0,Maya C.
RES-000639,2026-03-17,2026-03-17 17:45:49,3,Dinner,Walk-In,Completed,2026-03-17 13:45:49,0,Mia Scott,mia.scott@yahoo.ca,604-916-2115,,Anniversary dinner — candle on dessert,4-TOP-03,2026-03-17 17:45:49,2026-03-17 19:09:49,84,0,Jake T.
RES-000645,2026-03-17,2026-03-17 18:06:17,2,Dinner,Walk-In,Canceled,2026-03-17 08:06:17,0,Amanda Hall,amanda.hall@gmail.com,604-283-6758,Regular — prefers patio,,2-TOP-03,,,,,
RES-000650,2026-03-17,2026-03-17 18:11:18,2,Dinner,Resy,No-Show,2026-03-17 16:11:18,0,Kenji Petrov,kenji.petrov@outlook.com,604-776-9815,,,2-TOP-05,,,,,
RES-000641,2026-03-17,2026-03-17 18:24:51,5,Dinner,Resy,Completed,2026-03-17 11:24:51,0,Pierre Tanaka,pierre.tanaka@yahoo.ca,604-769-7508,First time,Allergic to shellfish,6-TOP-01,2026-03-17 18:27:51,2026-03-17 20:44:51,137,3,Emma W.
RES-000649,2026-03-17,2026-03-17 18:29:25,6,Dinner,OpenTable,Completed,2026-03-16 15:29:25,1,Andrew Young,andrew.young@outlook.com,604-670-8488,,High chair needed,6-TOP-01,2026-03-17 18:29:25,2026-03-17 19:58:25,89,0,Emma W.
RES-000643,2026-03-17,2026-03-17 18:36:28,2,Dinner,Resy,Completed,2026-03-15 16:36:28,2,Fatima Suzuki,fatima.suzuki@outlook.com,604-544-4640,,,2-TOP-07,2026-03-17 18:39:28,2026-03-17 20:19:28,100,3,Maya C.
RES-000646,2026-03-17,2026-03-17 18:57:47,4,Dinner,Walk-In,Completed,2026-03-17 10:57:47,0,Justin King,justin.king@icloud.com,,Business dinner,Gluten-free needed,4-TOP-07,2026-03-17 19:12:47,2026-03-17 21:04:47,112,15,Maya C.
RES-000648,2026-03-17,2026-03-17 19:00:53,5,Dinner,Walk-In,Canceled,2026-03-17 19:00:53,0,Ingrid Baker,ingrid.baker@shaw.ca,604-814-8841,,,6-TOP-02,,,,,
RES-000651,2026-03-17,2026-03-17 19:23:49,1,Dinner,Walk-In,Completed,2026-02-24 14:23:49,21,Samantha Thompson,samantha.thompson@icloud.com,604-832-9025,First time,Allergic to shellfish,2-TOP-02,2026-03-17 19:33:49,2026-03-17 20:59:49,86,10,Emma W.
RES-000636,2026-03-17,2026-03-17 19:32:08,3,Dinner,Website,Completed,2026-03-17 10:32:08,0,Melissa Nelson,melissa.nelson@yahoo.ca,604-471-5558,,Quiet table please,4-TOP-07,2026-03-17 19:32:08,2026-03-17 21:01:08,89,0,Jake T.
RES-000642,2026-03-17,2026-03-17 20:00:46,3,Dinner,OpenTable,Completed,2026-03-17 12:00:46,0,Sakura Morris,sakura.morris@shaw.ca,604-316-9686,,Window seat preferred,4-TOP-08,2026-03-17 20:00:46,2026-03-17 21:45:46,105,0,Jake T.
RES-000638,2026-03-17,2026-03-17 20:13:03,1,Dinner,Website,Completed,2026-03-17 20:13:03,0,Hans Hall,hans.hall@outlook.com,604-348-6847,Celebrating birthday,Gluten-free needed,2-TOP-07,2026-03-17 20:23:03,2026-03-17 22:10:03,107,10,Sarah M.
RES-000655,2026-03-18,2026-03-18 11:36:09,2,Lunch,Resy,Completed,2026-03-17 23:36:09,0,David Baker,david.baker@yahoo.ca,,,,2-TOP-02,2026-03-18 11:36:09,2026-03-18 12:41:09,65,0,Jake T.
RES-000656,2026-03-18,2026-03-18 11:54:28,2,Lunch,OpenTable,Completed,2026-03-11 02:54:28,7,Jin Morris,jin.morris@outlook.com,604-825-2670,Wine enthusiast,,2-TOP-01,2026-03-18 11:54:28,2026-03-18 13:06:28,72,0,Sarah M.
RES-000659,2026-03-18,2026-03-18 12:13:00,2,Lunch,Website,Completed,2026-03-13 00:13:00,5,Emily Edwards,emily.edwards@hotmail.com,604-298-5178,Business dinner,Quiet table please,2-TOP-01,2026-03-18 12:13:00,2026-03-18 13:08:00,55,0,David L.
RES-000653,2026-03-18,2026-03-18 12:13:13,6,Lunch,Walk-In,Completed,2026-03-17 02:13:13,1,Liam Hall,,604-599-1693,Wine enthusiast,Allergic to shellfish,6-TOP-02,2026-03-18 12:13:13,2026-03-18 13:36:13,83,0,Sarah M.
RES-000652,2026-03-18,2026-03-18 12:29:11,2,Lunch,Resy,No-Show,2026-03-13 09:29:11,5,Pierre Lee,pierre.lee@yahoo.ca,604-800-8333,,,2-TOP-03,,,,,
RES-000654,2026-03-18,2026-03-18 12:32:06,4,Lunch,Resy,Completed,2026-03-18 05:32:06,0,Dmitri Brown,dmitri.brown@icloud.com,604-808-7429,,,4-TOP-06,2026-03-18 12:32:06,2026-03-18 13:56:06,84,0,Jake T.
RES-000658,2026-03-18,2026-03-18 13:12:03,6,Lunch,OpenTable,Completed,2026-03-18 06:12:03,0,Elena Martinez,elena.martinez@hotmail.com,604-938-7491,Regular — prefers patio,High chair needed,6-TOP-01,2026-03-18 13:17:03,2026-03-18 14:37:03,80,5,Jake T.
RES-000657,2026-03-18,2026-03-18 13:23:42,3,Lunch,Phone,Completed,2026-03-15 03:23:42,3,Ryan Flores,ryan.flores@icloud.com,604-892-3440,First time,Window seat preferred,4-TOP-02,2026-03-18 13:38:42,2026-03-18 14:51:42,73,15,Emma W.
RES-000667,2026-03-18,2026-03-18 17:56:13,1,Dinner,Phone,Completed,2026-03-15 12:56:13,3,Daniel Roberts,daniel.roberts@outlook.com,604-388-2533,,,2-TOP-02,2026-03-18 18:04:13,2026-03-18 19:30:13,86,8,David L.
RES-000665,2026-03-18,2026-03-18 17:58:40,3,Dinner,Phone,Canceled,2026-03-18 08:58:40,0,Kevin Brown,kevin.brown@shaw.ca,604-994-2472,VIP guest,High chair needed,4-TOP-04,,,,,
RES-000672,2026-03-18,2026-03-18 18:00:33,3,Dinner,OpenTable,Completed,2026-03-18 18:00:33,0,James Torres,james.torres@gmail.com,604-298-3864,Celebrating birthday,,4-TOP-10,2026-03-18 18:00:33,2026-03-18 19:24:33,84,0,David L.
RES-000678,2026-03-18,2026-03-18 18:14:08,2,Dinner,Walk-In,Completed,2026-03-17 10:14:08,1,Sven Torres,,604-587-1487,First time,Window seat preferred,2-TOP-01,2026-03-18 18:19:08,2026-03-18 19:39:08,80,5,Emma W.
RES-000661,2026-03-18,2026-03-18 18:36:29,3,Dinner,OpenTable,Completed,2026-03-17 15:36:29,1,Amber Suzuki,amber.suzuki@icloud.com,604-276-7435,,Gluten-free needed,4-TOP-09,2026-03-18 18:36:29,2026-03-18 20:19:29,103,0,Jake T.
RES-000675,2026-03-18,2026-03-18 18:38:39,2,Dinner,OpenTable,Completed,2026-03-17 16:38:39,1,Stephanie Brown,,,,,2-TOP-06,2026-03-18 18:38:39,2026-03-18 20:27:39,109,0,Jake T.
RES-000664,2026-03-18,2026-03-18 18:40:02,6,Dinner,Resy,Completed,2026-03-18 09:40:02,0,Ryan Chen,ryan.chen@outlook.com,604-324-1947,,,6-TOP-01,2026-03-18 18:40:02,2026-03-18 20:32:02,112,0,David L.
RES-000660,2026-03-18,2026-03-18 18:47:42,3,Dinner,OpenTable,Canceled,2026-02-25 11:47:42,21,Aiden Flores,aiden.flores@yahoo.ca,604-339-6692,Business dinner,Quiet table please,4-TOP-01,,,,,
RES-000679,2026-03-18,2026-03-18 18:53:43,3,Dinner,OpenTable,Completed,2026-03-18 09:53:43,0,Ravi Singh,,604-975-6506,,High chair needed,4-TOP-05,2026-03-18 19:08:43,2026-03-18 21:08:43,120,15,Emma W.
RES-000673,2026-03-18,2026-03-18 19:09:07,3,Dinner,OpenTable,Completed,2026-03-18 13:09:07,0,Logan Cho,logan.cho@hotmail.com,604-713-6182,First time,Gluten-free needed,4-TOP-01,2026-03-18 19:17:07,2026-03-18 21:13:07,116,8,Sarah M.
RES-000663,2026-03-18,2026-03-18 19:23:12,5,Dinner,OpenTable,Canceled,2026-03-18 12:23:12,0,Fatima Scott,fatima.scott@outlook.com,604-293-3175,,,6-TOP-02,,,,,
RES-000680,2026-03-18,2026-03-18 19:23:33,6,Dinner,OpenTable,No-Show,2026-03-18 13:23:33,0,Natasha Johansson,,,Wine enthusiast,High chair needed,6-TOP-01,,,,,
RES-000666,2026-03-18,2026-03-18 19:23:42,6,Dinner,Phone,Completed,2026-03-15 12:23:42,3,Justin Roberts,justin.roberts@outlook.com,604-591-9934,,Allergic to shellfish,6-TOP-01,2026-03-18 19:23:42,2026-03-18 21:33:42,130,0,Emma W.
RES-000674,2026-03-18,2026-03-18 19:27:23,2,Dinner,OpenTable,Completed,2026-03-15 16:27:23,3,Lucas Collins,,604-433-3738,,Vegetarian menu requested,2-TOP-01,2026-03-18 19:27:23,2026-03-18 20:49:23,82,0,David L.
RES-000670,2026-03-18,2026-03-18 19:48:44,4,Dinner,Resy,Completed,2026-03-18 07:48:44,0,Amber Torres,amber.torres@yahoo.ca,604-244-8603,Wine enthusiast,,4-TOP-04,2026-03-18 19:48:44,2026-03-18 21:16:44,88,0,Sarah M.
RES-000668,2026-03-18,2026-03-18 20:00:06,2,Dinner,OpenTable,Completed,2026-03-18 10:00:06,0,Lucas Park,,,,,2-TOP-04,2026-03-18 20:00:06,2026-03-18 21:52:06,112,0,Sarah M.
RES-000662,2026-03-18,2026-03-18 20:01:37,2,Dinner,Resy,Canceled,2026-03-18 16:01:37,0,Isabella Petrov,isabella.petrov@outlook.com,604-749-8475,Business dinner,Window seat preferred,2-TOP-06,,,,,
RES-000671,2026-03-18,2026-03-18 20:10:13,2,Dinner,Resy,Completed,2026-03-18 15:10:13,0,Logan Yamamoto,logan.yamamoto@icloud.com,604-297-8280,Regular — prefers patio,,2-TOP-05,2026-03-18 20:10:13,2026-03-18 21:56:13,106,0,Jake T.
RES-000669,2026-03-18,2026-03-18 20:17:51,5,Dinner,OpenTable,Completed,2026-03-18 09:17:51,0,Amber Suzuki,amber.suzuki@outlook.com,604-677-9428,,,6-TOP-01,2026-03-18 20:25:51,2026-03-18 21:59:51,94,8,Jake T.
RES-000677,2026-03-18,2026-03-18 20:22:22,2,Dinner,Resy,Completed,2026-03-17 20:22:22,1,Maria Roberts,maria.roberts@gmail.com,604-514-5294,,Quiet table please,2-TOP-08,2026-03-18 20:22:22,2026-03-18 22:19:22,117,0,Sarah M.
RES-000676,2026-03-18,2026-03-18 20:29:38,3,Dinner,OpenTable,No-Show,2026-03-18 15:29:38,0,Ethan Allen,ethan.allen@gmail.com,604-259-1399,,,4-TOP-09,,,,,
RES-000681,2026-03-19,2026-03-19 11:34:32,5,Lunch,OpenTable,No-Show,2026-03-18 11:34:32,1,Liam Brown,liam.brown@yahoo.ca,604-718-7733,,Gluten-free needed,6-TOP-01,,,,,
RES-000686,2026-03-19,2026-03-19 11:49:24,4,Lunch,Phone,Completed,2026-03-19 05:49:24,0,Ryan Hill,ryan.hill@yahoo.ca,604-602-4551,VIP guest,Window seat preferred,4-TOP-03,2026-03-19 11:49:24,2026-03-19 13:06:24,77,0,Sarah M.
RES-000688,2026-03-19,2026-03-19 11:58:21,3,Lunch,OpenTable,Completed,2026-03-17 06:58:21,2,Tyler Young,tyler.young@yahoo.ca,,VIP guest,Allergic to shellfish,4-TOP-02,2026-03-19 11:58:21,2026-03-19 12:59:21,61,0,Sarah M.
RES-000692,2026-03-19,2026-03-19 12:11:43,6,Lunch,Resy,Completed,2026-03-18 09:11:43,1,Kevin Cho,kevin.cho@gmail.com,604-372-8907,Wine enthusiast,,6-TOP-02,2026-03-19 12:11:43,2026-03-19 13:46:43,95,0,David L.
RES-000684,2026-03-19,2026-03-19 12:27:07,3,Lunch,Phone,Late Cancel,2026-03-19 11:27:07,0,Emily Singh,emily.singh@yahoo.ca,,,,4-TOP-06,,,,,
