Receipt_ID,Sequence_Number,Creation_Date,Finalized_Date,Status,Type,Void_Status,Table_ID,Table_Name,Floor_ID,Floor_Name,Course_Number,User_ID,Username,Customer_ID,Customer_Name,Customer_Email,Number_of_Seats,Net_Total,Taxes,Total,Tip,Extra,Parent_ID,Has_Children,Delivery_Date
R001177.01,1177,2026-03-13 20:25:00,2026-03-13 21:59:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1006,Olivia C.,C-0126,Luca Fernandez,luca.fernandez53@yahoo.ca,4,281.00,GST: $14.05,295.05,50.58,,,False,
R001178.01,1178,2026-03-13 20:57:00,2026-03-13 21:46:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1006,Olivia C.,,,,4,180.00,GST: $9.00,189.00,32.40,,,False,
R001179.01,1179,2026-03-13 20:58:00,2026-03-13 21:55:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1001,Sarah M.,C-0024,Claire Bui,claire.bui36@icloud.com,2,149.00,GST: $7.45,158.15,29.80,,,False,
R001180.01,1180,2026-03-13 17:45:00,2026-03-13 18:50:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1006,Olivia C.,C-0144,Zara Taylor,zara.taylor50@icloud.com,2,177.00,GST: $8.85,189.65,26.55,,,False,
R001181.01,1181,2026-03-13 19:26:00,2026-03-13 20:50:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1004,Priya S.,,,,2,114.00,GST: $5.70,120.60,22.80,,,False,
R001182.01,1182,2026-03-13 17:49:00,2026-03-13 18:19:00,Paid,Takeout,,T-24,Bar 4,F-003,Bar,,U-1001,Sarah M.,C-0045,Andrea Nguyen,andrea.nguyen80@yahoo.ca,2,116.00,GST: $5.80,123.50,5.80,,,False,
R001183.01,1183,2026-03-13 21:00:00,2026-03-13 22:29:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1006,Olivia C.,C-0132,Elena Eriksen,elena.eriksen21@hotmail.com,2,105.00,GST: $5.25,113.55,15.75,,,False,
R001184.01,1184,2026-03-13 20:26:00,2026-03-13 21:43:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1004,Priya S.,C-0109,Kevin Clark,kevin.clark72@yahoo.ca,1,68.00,GST: $3.40,73.30,13.60,,,False,
R001185.01,1185,2026-03-13 19:41:00,2026-03-13 21:03:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1006,Olivia C.,,,,4,299.00,GST: $14.95,322.15,53.82,,,False,
R001186.01,1186,2026-03-13 17:44:00,2026-03-13 18:48:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1003,Mika T.,C-0159,Priya Robinson,priya.robinson79@gmail.com,2,155.90,GST: $7.80,166.49,38.98,,,False,
R001187.01,1187,2026-03-13 20:46:00,2026-03-13 22:16:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1001,Sarah M.,,,,2,155.00,GST: $7.75,168.15,27.90,,,False,
R001188.01,1188,2026-03-13 19:52:00,2026-03-13 20:46:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1004,Priya S.,C-0135,Robert Robinson,robert.robinson16@gmail.com,2,181.00,GST: $9.05,195.25,27.15,,,False,
R001189.01,1189,2026-03-13 20:01:00,2026-03-13 20:25:00,Paid,Takeout,,T-13,Table 13,F-001,Main Dining,,U-1003,Mika T.,C-0136,Ella Baker,ella.baker10@icloud.com,2,143.00,GST: $7.15,150.15,14.30,,,False,
R001190.01,1190,2026-03-13 17:33:00,2026-03-13 18:15:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1001,Sarah M.,,,,3,184.00,GST: $9.20,193.20,40.48,,,False,
R001191.01,1191,2026-03-13 19:41:00,2026-03-13 20:51:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1006,Olivia C.,,,,4,278.00,GST: $13.90,299.30,55.60,,,False,
R001192.01,1192,2026-03-13 20:01:00,2026-03-13 20:18:00,Paid,Takeout,,T-17,Patio 3,F-002,Patio,,U-1006,Olivia C.,C-0150,Laura Collins,laura.collins12@icloud.com,1,58.00,GST: $2.90,60.90,8.70,,,False,
R001193.01,1193,2026-03-13 20:47:00,2026-03-13 21:38:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1004,Priya S.,,,,2,142.00,GST: $7.10,153.30,25.56,,,False,
R001194.01,1194,2026-03-13 18:03:00,2026-03-13 19:26:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1006,Olivia C.,,,,2,84.00,GST: $4.20,91.10,12.60,,,False,
R001195.01,1195,2026-03-13 19:01:00,2026-03-13 19:58:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1001,Sarah M.,,,,4,277.00,GST: $13.85,297.75,49.86,,,False,
R001196.01,1196,2026-03-13 19:44:00,2026-03-13 20:57:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1005,Dylan R.,,,,2,116.00,GST: $5.80,121.80,25.52,,,False,
R001197.01,1197,2026-03-13 18:45:00,2026-03-13 19:58:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1005,Dylan R.,C-0126,Luca Fernandez,luca.fernandez53@yahoo.ca,2,175.00,GST: $8.75,184.65,35.00,,,False,
R001198.01,1198,2026-03-13 19:36:00,2026-03-13 21:16:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1002,James L.,,,,3,172.60,GST: $8.63,183.03,25.89,,,False,
R001199.01,1199,2026-03-13 18:42:00,2026-03-13 19:43:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1005,Dylan R.,C-0127,Lauren Turner,lauren.turner14@hotmail.com,2,142.00,GST: $7.10,150.70,28.40,,,False,
R001200.01,1200,2026-03-14 12:59:00,2026-03-14 14:15:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1005,Dylan R.,,,,4,345.00,GST: $17.25,367.45,51.75,,,False,
R001201.01,1201,2026-03-14 11:59:00,2026-03-14 12:50:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1006,Olivia C.,C-0050,Daniel Nelson,daniel.nelson59@icloud.com,2,170.00,GST: $8.50,181.50,37.40,,,False,
R001202.01,1202,2026-03-14 12:35:00,2026-03-14 14:06:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1003,Mika T.,C-0147,Lisa Rogers,lisa.rogers53@yahoo.ca,3,193.00,GST: $9.65,206.05,38.60,,,False,
R001203.01,1203,2026-03-14 13:26:00,2026-03-14 14:59:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1002,James L.,C-0118,David Thompson,david.thompson76@yahoo.ca,2,140.00,GST: $7.00,150.20,28.00,,,False,
R001204.01,1204,2026-03-14 13:11:00,2026-03-14 14:23:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1002,James L.,C-0112,Yuki White,yuki.white39@icloud.com,2,145.00,GST: $7.25,152.25,31.90,,,False,
R001205.01,1205,2026-03-14 12:14:00,2026-03-14 13:43:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1003,Mika T.,,,,4,313.00,GST: $15.65,331.55,68.86,,,False,
R001206.01,1206,2026-03-14 13:03:00,2026-03-14 14:17:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1001,Sarah M.,C-0116,Jessica Singh,jessica.singh73@outlook.com,3,203.00,GST: $10.15,214.15,44.66,,,False,
R001207.01,1207,2026-03-14 13:10:00,2026-03-14 14:35:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1005,Dylan R.,,,,3,237.00,GST: $11.85,250.75,42.66,,,False,
R001208.01,1208,2026-03-14 13:10:00,2026-03-14 14:40:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1004,Priya S.,,,,2,176.00,GST: $8.80,189.20,31.68,,,False,
R001209.01,1209,2026-03-14 13:06:00,2026-03-14 13:35:00,Paid,Takeout,,T-13,Table 13,F-001,Main Dining,,U-1005,Dylan R.,C-0054,Patrick Nelson,patrick.nelson63@outlook.com,2,117.00,GST: $5.85,123.75,5.85,,,False,
R001210.01,1210,2026-03-14 11:53:00,2026-03-14 13:01:00,Paid,Dine-In,,T-24,Bar 4,F-003,Bar,,U-1005,Dylan R.,C-0001,Viktor White,viktor.white32@outlook.com,2,188.00,GST: $9.40,200.10,37.60,,,False,
R001211.01,1211,2026-03-14 11:48:00,2026-03-14 12:59:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1006,Olivia C.,C-0079,Sven Adams,sven.adams57@yahoo.ca,2,117.60,GST: $5.88,125.98,21.17,,,False,
R001212.01,1212,2026-03-14 12:43:00,2026-03-14 14:12:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1002,James L.,C-0051,Hiroshi Nelson,hiroshi.nelson97@gmail.com,2,161.00,GST: $8.05,170.75,32.20,,,False,
R001213.01,1213,2026-03-14 12:13:00,2026-03-14 12:58:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1005,Dylan R.,C-0127,Lauren Turner,lauren.turner14@hotmail.com,3,148.00,GST: $7.40,157.40,26.64,,,False,
R001214.01,1214,2026-03-14 12:50:00,2026-03-14 13:43:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1005,Dylan R.,,,,4,249.00,GST: $12.45,268.35,37.35,,,False,
R001215.01,1215,2026-03-14 13:21:00,2026-03-14 13:45:00,Paid,Takeout,,T-16,Patio 2,F-002,Patio,,U-1003,Mika T.,,,,3,262.30,GST: $13.12,284.14,39.34,,,False,
R001216.01,1216,2026-03-14 11:47:00,2026-03-14 13:12:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1002,James L.,C-0148,Amanda Collins,amanda.collins37@yahoo.ca,4,298.80,GST: $14.94,320.44,59.76,,,False,
R001217.01,1217,2026-03-14 12:04:00,2026-03-14 12:55:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1004,Priya S.,,,,2,151.00,GST: $7.55,161.45,30.20,,,False,
R001218.01,1218,2026-03-14 13:15:00,2026-03-14 14:30:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1001,Sarah M.,,,,2,138.00,GST: $6.90,146.80,30.36,,,False,
R001219.01,1219,2026-03-14 12:29:00,2026-03-14 13:13:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1001,Sarah M.,C-0017,Eric Gonzalez,eric.gonzalez11@icloud.com,4,227.00,GST: $11.35,245.35,45.40,,,False,
R001220.01,1220,2026-03-14 13:08:00,2026-03-14 14:21:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1003,Mika T.,,,,2,110.00,GST: $5.50,118.20,22.00,,,False,
R001221.01,1221,2026-03-14 12:30:00,2026-03-14 13:26:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1005,Dylan R.,,,,2,123.00,GST: $6.15,130.75,18.45,,,False,
R001222.01,1222,2026-03-14 13:05:00,2026-03-14 14:08:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1002,James L.,,,,2,130.00,GST: $6.50,138.20,26.00,,,False,
R001223.01,1223,2026-03-14 12:15:00,2026-03-14 13:37:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1006,Olivia C.,C-0067,Andrew Nguyen,andrew.nguyen91@outlook.com,2,160.00,GST: $8.00,173.00,35.20,,,False,
R001224.01,1224,2026-03-14 12:16:00,2026-03-14 13:00:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1002,James L.,,,,2,59.20,GST: $2.96,63.76,14.80,,,False,
R001225.01,1225,2026-03-14 12:44:00,2026-03-14 13:42:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1003,Mika T.,C-0050,Daniel Nelson,daniel.nelson59@icloud.com,2,137.00,GST: $6.85,143.85,30.14,,,False,
R001226.01,1226,2026-03-14 12:31:00,2026-03-14 13:55:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1004,Priya S.,C-0066,Daniel Sanchez,daniel.sanchez9@hotmail.com,3,126.60,GST: $6.33,136.53,27.85,,,False,
R001227.01,1227,2026-03-14 13:10:00,2026-03-14 14:47:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1003,Mika T.,C-0122,Nicole Roberts,nicole.roberts92@yahoo.ca,2,166.00,GST: $8.30,177.20,24.90,,,False,
R001228.01,1228,2026-03-14 12:35:00,2026-03-14 13:55:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1001,Sarah M.,,,,2,153.00,GST: $7.65,162.25,30.60,,,False,
R001229.01,1229,2026-03-14 12:43:00,2026-03-14 14:22:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1002,James L.,,,,2,129.00,GST: $6.45,137.95,25.80,,,False,
R001230.01,1230,2026-03-14 12:05:00,2026-03-14 12:20:00,Paid,Takeout,,T-23,Bar 3,F-003,Bar,,U-1006,Olivia C.,,,,2,165.00,GST: $8.25,175.95,0.00,,,False,
R001231.01,1231,2026-03-14 13:11:00,2026-03-14 14:06:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1001,Sarah M.,,,,2,101.00,GST: $5.05,111.05,20.20,,,False,
R001232.01,1232,2026-03-14 12:19:00,2026-03-14 13:22:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1003,Mika T.,,,,2,112.00,GST: $5.60,119.20,24.64,,,False,
R001233.01,1233,2026-03-14 11:47:00,2026-03-14 12:15:00,Paid,Takeout,,T-13,Table 13,F-001,Main Dining,,U-1004,Priya S.,,,,4,256.00,GST: $12.80,269.70,25.60,,,False,
R001234.01,1234,2026-03-14 12:30:00,2026-03-14 13:33:00,Paid,Dine-In,,T-01,Table 1,F-001,Main Dining,,U-1001,Sarah M.,C-0071,Ashley Nakamura,ashley.nakamura63@hotmail.com,3,227.00,GST: $11.35,241.85,45.40,,,False,
R001235.01,1235,2026-03-14 12:08:00,2026-03-14 13:47:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1002,James L.,,,,2,95.00,GST: $4.75,99.75,19.00,,,False,
R001236.01,1236,2026-03-14 13:14:00,2026-03-14 13:54:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1006,Olivia C.,C-0075,Greta Turner,greta.turner30@yahoo.ca,2,155.00,GST: $7.75,165.85,31.00,,,False,
R001237.01,1237,2026-03-14 12:07:00,2026-03-14 13:05:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1005,Dylan R.,C-0058,Liam Silva,liam.silva29@yahoo.ca,2,82.00,GST: $4.10,87.70,14.76,,,False,
R001238.01,1238,2026-03-14 12:37:00,2026-03-14 13:27:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1004,Priya S.,,,,2,154.00,GST: $7.70,161.70,27.72,,,False,
R001239.01,1239,2026-03-14 12:39:00,2026-03-14 13:31:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1006,Olivia C.,C-0039,Sven Lewis,sven.lewis53@gmail.com,2,107.00,GST: $5.35,112.35,19.26,,,False,
R001240.01,1240,2026-03-14 13:03:00,2026-03-14 13:59:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1006,Olivia C.,C-0085,Rebecca Johnson,rebecca.johnson98@yahoo.ca,2,70.00,GST: $3.50,73.50,15.40,,,False,
R001241.01,1241,2026-03-14 13:22:00,2026-03-14 14:37:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1004,Priya S.,C-0012,Brandon Larsen,brandon.larsen15@outlook.com,3,146.00,GST: $7.30,154.80,32.12,,,False,
R001242.01,1242,2026-03-14 13:00:00,2026-03-14 14:20:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1005,Dylan R.,C-0076,Daniel Singh,daniel.singh82@icloud.com,2,97.00,GST: $4.85,105.35,19.40,,,False,
R001243.01,1243,2026-03-14 11:31:00,2026-03-14 12:49:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1006,Olivia C.,,,,2,121.85,GST: $6.09,129.54,21.93,,,False,
R001244.01,1244,2026-03-14 13:00:00,2026-03-14 14:30:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1001,Sarah M.,C-0055,Maria Evans,maria.evans20@outlook.com,2,159.00,GST: $7.95,171.75,34.98,,,False,
R001245.01,1245,2026-03-14 19:59:00,2026-03-14 20:56:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1001,Sarah M.,,,,2,139.00,GST: $6.95,149.25,30.58,,,False,
R001246.01,1246,2026-03-14 19:30:00,2026-03-14 20:30:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1004,Priya S.,C-0066,Daniel Sanchez,daniel.sanchez9@hotmail.com,3,201.00,GST: $10.05,212.75,40.20,,,False,
R001247.01,1247,2026-03-14 18:08:00,2026-03-14 19:46:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1006,Olivia C.,,,,4,328.00,GST: $16.40,348.00,65.60,,,False,
R001248.01,1248,2026-03-14 20:54:00,2026-03-14 21:20:00,Paid,Takeout,,T-15,Patio 1,F-002,Patio,,U-1002,James L.,,,,4,238.00,GST: $11.90,251.50,35.70,,,False,
R001249.01,1249,2026-03-14 19:36:00,2026-03-14 20:45:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1004,Priya S.,,,,3,246.00,GST: $12.30,265.80,44.28,,,False,
R001250.01,1250,2026-03-14 20:07:00,2026-03-14 21:16:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1005,Dylan R.,C-0091,Stephanie Gupta,stephanie.gupta64@yahoo.ca,2,94.00,GST: $4.70,101.40,16.92,,,False,
R001251.01,1251,2026-03-14 19:48:00,2026-03-14 21:04:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1003,Mika T.,,,,2,155.00,GST: $7.75,166.05,38.75,,,False,
R001252.01,1252,2026-03-14 20:07:00,2026-03-14 21:22:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1002,James L.,,,,2,143.60,GST: $7.18,154.64,25.85,,,False,
R001253.01,1253,2026-03-14 19:32:00,2026-03-14 20:47:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1005,Dylan R.,,,,2,150.00,GST: $7.50,158.50,30.00,,,False,
R001254.01,1254,2026-03-14 18:21:00,2026-03-14 19:29:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1005,Dylan R.,C-0079,Sven Adams,sven.adams57@yahoo.ca,1,37.00,GST: $1.85,38.85,7.40,,,False,
R001255.01,1255,2026-03-14 20:52:00,2026-03-14 22:11:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1003,Mika T.,,,,2,95.00,GST: $4.75,101.45,17.10,,,False,
R001256.01,1256,2026-03-14 20:51:00,2026-03-14 21:48:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1001,Sarah M.,,,,2,167.00,GST: $8.35,179.35,25.05,,,False,
R001257.01,1257,2026-03-14 19:27:00,2026-03-14 21:03:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1005,Dylan R.,,,,4,253.00,GST: $12.65,273.25,45.54,,,False,
R001258.01,1258,2026-03-14 20:20:00,2026-03-14 21:50:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1005,Dylan R.,C-0030,Sophie Evans,sophie.evans31@yahoo.ca,4,255.00,GST: $12.75,279.15,51.00,,,False,
R001259.01,1259,2026-03-14 19:53:00,2026-03-14 21:13:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1005,Dylan R.,,,,4,297.00,GST: $14.85,317.85,59.40,,,False,
R001260.01,1260,2026-03-14 18:52:00,2026-03-14 19:56:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1003,Mika T.,,,,2,144.00,GST: $7.20,153.60,25.92,,,False,
R001261.01,1261,2026-03-14 18:48:00,2026-03-14 20:28:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1001,Sarah M.,,,,2,216.55,GST: $10.83,230.68,43.31,,,False,
R001262.01,1262,2026-03-14 18:52:00,2026-03-14 19:51:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1003,Mika T.,,,,4,250.00,GST: $12.50,270.40,37.50,,,False,
R001263.01,1263,2026-03-14 20:44:00,2026-03-14 22:02:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1001,Sarah M.,,,,2,185.00,GST: $9.25,198.05,37.00,,,False,
R001264.01,1264,2026-03-14 20:46:00,2026-03-14 22:12:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1004,Priya S.,C-0038,Daniel Morris,daniel.morris86@gmail.com,3,178.00,GST: $8.90,188.70,39.16,,,False,
R001265.01,1265,2026-03-14 20:01:00,2026-03-14 21:07:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1001,Sarah M.,C-0013,Joel Cook,joel.cook33@hotmail.com,2,178.60,GST: $8.93,191.63,35.72,,,False,
R001266.01,1266,2026-03-14 18:59:00,2026-03-14 19:49:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1001,Sarah M.,C-0076,Daniel Singh,daniel.singh82@icloud.com,2,181.00,GST: $9.05,196.85,36.20,,,False,
R001267.01,1267,2026-03-14 20:28:00,2026-03-14 21:15:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1004,Priya S.,,,,4,299.00,GST: $14.95,318.05,59.80,,,False,
R001268.01,1268,2026-03-14 19:05:00,2026-03-14 20:20:00,Paid,Dine-In,,T-01,Table 1,F-001,Main Dining,,U-1006,Olivia C.,,,,2,95.00,GST: $4.75,101.45,23.75,,,False,
R001269.01,1269,2026-03-14 18:32:00,2026-03-14 19:17:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1003,Mika T.,C-0006,Diego Wright,diego.wright85@outlook.com,2,65.00,GST: $3.25,69.85,14.30,,,False,
R001270.01,1270,2026-03-14 20:48:00,2026-03-14 21:42:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1004,Priya S.,,,,2,175.00,GST: $8.75,185.45,43.75,,,False,
R001271.01,1271,2026-03-14 18:55:00,2026-03-14 20:08:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1001,Sarah M.,,,,2,87.00,GST: $4.35,94.45,21.75,,,False,
R001272.01,1272,2026-03-14 18:13:00,2026-03-14 19:03:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1001,Sarah M.,C-0080,Ingrid Anderson,ingrid.anderson34@gmail.com,2,224.00,GST: $11.20,242.40,44.80,,,False,
R001273.01,1273,2026-03-14 20:14:00,2026-03-14 21:49:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1005,Dylan R.,C-0013,Joel Cook,joel.cook33@hotmail.com,3,241.00,GST: $12.05,257.65,43.38,,,False,
R001274.01,1274,2026-03-14 20:40:00,2026-03-14 21:48:00,Paid,Dine-In,,T-01,Table 1,F-001,Main Dining,,U-1003,Mika T.,C-0012,Brandon Larsen,brandon.larsen15@outlook.com,4,264.00,GST: $13.20,285.90,52.80,,,False,
R001275.01,1275,2026-03-14 19:25:00,2026-03-14 20:26:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1006,Olivia C.,C-0109,Kevin Clark,kevin.clark72@yahoo.ca,3,220.00,GST: $11.00,233.50,39.60,,,False,
R001276.01,1276,2026-03-14 17:53:00,2026-03-14 19:10:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1003,Mika T.,,,,2,126.80,GST: $6.34,133.14,22.82,,,False,
R001277.01,1277,2026-03-14 17:58:00,2026-03-14 18:39:00,Voided,Dine-In,Voided,T-08,Table 8,F-001,Main Dining,,U-1005,Dylan R.,,,,2,165.00,GST: $8.25,178.35,0.00,,,False,
R001278.01,1278,2026-03-14 19:09:00,2026-03-14 20:13:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1001,Sarah M.,,,,4,217.00,GST: $10.85,231.45,43.40,,,False,
R001279.01,1279,2026-03-14 18:26:00,2026-03-14 19:57:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1006,Olivia C.,,,,4,209.70,GST: $10.48,221.78,31.45,,,False,
R001280.01,1280,2026-03-14 17:53:00,2026-03-14 18:58:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1006,Olivia C.,,,,2,176.00,GST: $8.80,188.20,35.20,,,False,
R001281.01,1281,2026-03-14 18:21:00,2026-03-14 19:05:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1003,Mika T.,,,,2,136.00,GST: $6.80,144.80,27.20,,,False,
R001282.01,1282,2026-03-14 18:36:00,2026-03-14 19:03:00,Paid,Takeout,,T-01,Table 1,F-001,Main Dining,,U-1001,Sarah M.,,,,4,360.80,GST: $18.04,390.64,0.00,,,False,
R001283.01,1283,2026-03-14 20:32:00,2026-03-14 21:56:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1004,Priya S.,C-0022,Diego Dubois,diego.dubois25@gmail.com,4,294.00,GST: $14.70,313.20,64.68,,,False,
R001284.01,1284,2026-03-14 17:39:00,2026-03-14 18:43:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1003,Mika T.,,,,1,77.00,GST: $3.85,81.85,16.94,,,False,
R001285.01,1285,2026-03-14 17:35:00,2026-03-14 18:59:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1006,Olivia C.,,,,2,98.00,GST: $4.90,105.40,21.56,,,False,
R001286.01,1286,2026-03-14 17:52:00,2026-03-14 18:41:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1006,Olivia C.,,,,2,132.40,GST: $6.62,144.22,23.83,,,False,
R001287.01,1287,2026-03-14 18:13:00,2026-03-14 19:37:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1001,Sarah M.,,,,2,161.00,GST: $8.05,171.55,24.15,,,False,
R001288.01,1288,2026-03-14 19:51:00,2026-03-14 20:09:00,Paid,Takeout,,T-23,Bar 3,F-003,Bar,,U-1006,Olivia C.,C-0130,Keith Sanchez,keith.sanchez73@icloud.com,2,102.00,GST: $5.10,110.70,0.00,,,False,
R001289.01,1289,2026-03-14 20:44:00,2026-03-14 21:52:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1005,Dylan R.,C-0131,Liam Johansson,liam.johansson59@yahoo.ca,2,183.00,GST: $9.15,198.15,36.60,,,False,
R001290.01,1290,2026-03-14 18:49:00,2026-03-14 19:45:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1004,Priya S.,,,,4,351.00,GST: $17.55,379.25,70.20,,,False,
R001291.01,1291,2026-03-14 18:48:00,2026-03-14 19:31:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1005,Dylan R.,,,,2,161.00,GST: $8.05,172.45,24.15,,,False,
R001292.01,1292,2026-03-14 17:42:00,2026-03-14 18:25:00,Paid,Dine-In,,T-01,Table 1,F-001,Main Dining,,U-1002,James L.,,,,2,112.00,GST: $5.60,119.30,22.40,,,False,
R001293.01,1293,2026-03-14 19:14:00,2026-03-14 20:03:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1005,Dylan R.,C-0061,Brian Suzuki,brian.suzuki3@hotmail.com,4,253.00,GST: $12.65,269.15,55.66,,,False,
