Date,Transaction_ID,Payment_ID,Event_Type,Location,Source,Customer_Name,Customer_ID,Device_Name,Team_Member,Gross_Sales,Discounts,Net_Sales,Tax,Tip,Total_Collected,Fees,Net_Total,Payment_Method,Card_Entry_Method,Card_Last_4,Cash_Rounding,Order_Type
2026-02-12 18:33:03,71574AAF600F403083,71574AAF600F403083,Payment,Main Dining,Square POS,Chloe Harris,CB35BC510A,Bar Terminal,Sarah M.,102.00,0.00,102.00,12.24,25.50,139.74,-3.80,135.94,Mastercard,Chip,1241,0.00,Dine-In
2026-02-12 18:44:41,2DD32A02828249328F,2DD32A02828249328F,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,117.00,0.00,117.00,14.04,23.40,154.44,-4.19,150.25,Visa,Chip,3718,0.00,Dine-In
2026-02-12 18:49:07,6B398F31D5AA42E386,6B398F31D5AA42E386,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,203.00,0.00,203.00,24.36,0.00,227.36,-6.13,221.23,Visa,Chip,6845,0.00,Takeout
2026-02-12 18:51:03,94186753365647959C,94186753365647959C,Payment,Main Dining,Square POS,Ravi Wang,B33907A5B5,Dining Room POS 1,Leo C.,104.00,0.00,104.00,12.48,10.40,126.88,-3.46,123.42,Visa,Chip,2906,0.00,Takeout
2026-02-12 18:56:14,4BD73B5DAE6847C0BE,4BD73B5DAE6847C0BE,Payment,Main Dining,Square POS,,,Dining Room POS 2,Emma W.,322.00,0.00,322.00,38.64,57.96,418.60,-11.19,407.41,Mastercard,Tap,8278,0.00,Dine-In
2026-02-12 18:58:10,676E606C86924563A2,676E606C86924563A2,Payment,Main Dining,Square POS,Liam Kaur,6F7DEF9971,Bar Terminal,Marcus T.,89.00,0.00,89.00,10.68,16.02,115.70,-3.17,112.53,Visa,Chip,5254,0.00,Dine-In
2026-02-12 18:58:16,1BC368E846444DAC9F,1BC368E846444DAC9F,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,109.50,0.00,109.50,13.14,21.90,144.54,-3.93,140.61,Visa,Tap,2201,0.00,Dine-In
2026-02-12 19:04:08,823F045ADFB64EB8B4,823F045ADFB64EB8B4,Payment,Main Dining,Square POS,Ella Moore,98E3F446D2,Dining Room POS 2,James L.,142.00,0.00,142.00,17.04,21.30,180.34,-4.88,175.46,Gift Card,,,0.00,Dine-In
2026-02-12 19:14:18,B9F6A6D75292434AB8,B9F6A6D75292434AB8,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,159.00,0.00,159.00,19.08,34.98,213.06,-5.75,207.31,Visa,Chip,3277,0.00,Dine-In
2026-02-12 19:14:54,E0267E08F1E94D2FBF,E0267E08F1E94D2FBF,Payment,Main Dining,Square POS,Ravi Chen,1BCD624E6B,Host Stand,Sarah M.,194.50,0.00,194.50,23.34,38.90,256.74,-6.90,249.84,Visa,Chip,7756,0.00,Dine-In
2026-02-12 19:15:32,A4E1302638C94B26A3,A4E1302638C94B26A3,Payment,Main Dining,Square POS,,,Bar Terminal,Marcus T.,136.00,0.00,136.00,16.32,20.40,172.72,-4.68,168.04,Mastercard,Tap,1660,0.00,Dine-In
2026-02-12 19:18:41,155A413BBC6246FD9F,155A413BBC6246FD9F,Payment,Main Dining,Square POS,Mei Yamamoto,4025CBC918,Dining Room POS 1,Leo C.,161.00,0.00,161.00,19.32,35.42,215.74,0.00,215.72,Cash,,,-0.02,Dine-In
2026-02-12 19:22:38,6C070BD85900495E84,6C070BD85900495E84,Payment,Main Dining,Square POS,,,Host Stand,James L.,81.00,0.00,81.00,9.72,12.15,102.87,-2.83,100.04,Mastercard,Tap,9110,0.00,Dine-In
2026-02-12 19:26:27,858E71FD30AB4D94BB,858E71FD30AB4D94BB,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,359.00,0.00,359.00,43.08,71.80,473.88,-12.66,461.22,Visa,Chip,2600,0.00,Dine-In
2026-02-12 19:28:54,36321AE3799F4A58B0,36321AE3799F4A58B0,Payment,Main Dining,Square POS,Aiko Martin,386800F323,Dining Room POS 1,Marcus T.,170.00,0.00,170.00,20.40,34.00,224.40,0.00,224.41,Cash,,,0.01,Dine-In
2026-02-12 19:29:28,F0A1FF2016E648EDBC,F0A1FF2016E648EDBC,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,247.00,0.00,247.00,29.64,12.35,288.99,-7.76,281.23,Mastercard,Tap,2498,0.00,Takeout
2026-02-12 19:30:04,78FE1FA57AE04979AB,78FE1FA57AE04979AB,Payment,Main Dining,Square POS,,,Bar Terminal,James L.,392.00,0.00,392.00,47.04,58.80,497.84,-13.29,484.55,Mastercard,Tap,9253,0.00,Dine-In
2026-02-12 19:36:41,C844F5DE4D94434C9C,C844F5DE4D94434C9C,Payment,Main Dining,Square Online,Sarah Smith,4A14DF441F,Dining Room POS 1,Emma W.,93.00,0.00,93.00,11.16,0.00,104.16,-2.86,101.30,Visa,Chip,7543,0.00,Delivery
2026-02-12 19:40:41,786091885EA44AE18B,786091885EA44AE18B,Payment,Main Dining,Square POS,Alexander Smith,09A7170E84,Dining Room POS 2,Marcus T.,117.00,0.00,117.00,14.04,23.40,154.44,-4.19,150.25,Visa,Tap,9552,0.00,Dine-In
2026-02-12 19:50:33,32C9EE5ABAB84E24AA,32C9EE5ABAB84E24AA,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,99.50,0.00,99.50,11.94,9.95,121.39,-3.32,118.07,Visa,Tap,3226,0.00,Takeout
2026-02-12 19:58:36,68B99F6BBEFC4EFFBF,68B99F6BBEFC4EFFBF,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,74.00,0.00,74.00,8.88,3.70,86.58,-2.39,84.19,Visa,Chip,9951,0.00,Takeout
2026-02-12 19:59:12,C46B103249AF49DABE,C46B103249AF49DABE,Payment,Main Dining,Square POS,Yuki Lee,B2300205F9,Bar Terminal,James L.,73.00,0.00,73.00,8.76,14.60,96.36,-2.65,93.71,Visa,Tap,7669,0.00,Dine-In
2026-02-12 20:05:15,8E7843CB4740481DA4,8E7843CB4740481DA4,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,224.00,0.00,224.00,26.88,49.28,300.16,-8.05,292.11,Mastercard,Tap,7334,0.00,Dine-In
2026-02-12 20:06:56,7ADA635F461849C3B1,7ADA635F461849C3B1,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,76.00,0.00,76.00,9.12,19.00,104.12,-2.86,101.26,Visa,Tap,4725,0.00,Dine-In
2026-02-12 20:08:54,BF15CE281469400A8C,BF15CE281469400A8C,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,98.00,0.00,98.00,11.76,9.80,119.56,-3.27,116.29,Visa,Chip,8319,0.00,Takeout
2026-02-12 20:09:48,AEFEFB431E5043DE86,AEFEFB431E5043DE86,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,112.00,0.00,112.00,13.44,16.80,142.24,-3.87,138.37,Mastercard,Chip,4465,0.00,Takeout
2026-02-12 20:14:13,0ECA74337C7548A48A,0ECA74337C7548A48A,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,163.00,0.00,163.00,19.56,29.34,211.90,-5.72,206.18,Visa,Chip,2632,0.00,Dine-In
2026-02-12 20:25:23,AA0B780632834ED296,AA0B780632834ED296,Payment,Main Dining,Square POS,David Wang,8ED2BF19D1,Host Stand,Leo C.,254.00,0.00,254.00,30.48,50.80,335.28,-8.98,326.30,Gift Card,,,0.00,Dine-In
2026-02-12 20:25:48,1B792F330204414BB3,1B792F330204414BB3,Payment,Main Dining,Square POS,Aiko Kim,36D6B6318B,Dining Room POS 2,Marcus T.,138.00,0.00,138.00,16.56,20.70,175.26,-4.74,170.52,Interac Debit,Tap,4048,0.00,Dine-In
2026-02-12 20:27:33,5B9E7526D4194F3ABC,5B9E7526D4194F3ABC,Payment,Main Dining,Square POS,Daniel Patel,9E36DB1305,Dining Room POS 1,James L.,49.00,0.00,49.00,5.88,8.82,63.70,-1.79,61.91,Visa,Chip,7196,0.00,Dine-In
2026-02-12 20:31:12,930F62455FCA492EBB,930F62455FCA492EBB,Payment,Main Dining,Square POS,,,Host Stand,James L.,139.00,0.00,139.00,16.68,30.58,186.26,-5.04,181.22,Visa,Chip,7801,0.00,Dine-In
2026-02-12 20:35:28,3AB6E11D693442AFBE,3AB6E11D693442AFBE,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,144.50,0.00,144.50,17.34,14.45,176.29,-4.77,171.52,Visa,Chip,1058,0.00,Takeout
2026-02-12 20:39:51,97B9625BCC514A6087,97B9625BCC514A6087,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,349.00,0.00,349.00,41.88,62.82,453.70,-12.12,441.58,Interac Debit,Tap,1528,0.00,Dine-In
2026-02-12 20:42:13,2B80C324A9834271BF,2B80C324A9834271BF,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,89.00,0.00,89.00,10.68,16.02,115.70,-3.17,112.53,Mastercard,Chip,9104,0.00,Dine-In
2026-02-12 20:47:15,9657D5B8C6B54F0E8A,9657D5B8C6B54F0E8A,Payment,Main Dining,Square POS,,,Bar Terminal,Marcus T.,115.00,0.00,115.00,13.80,25.30,154.10,-4.18,149.92,Interac Debit,Tap,6632,0.00,Dine-In
2026-02-12 20:51:56,B2AAD7A23760455DA3,B2AAD7A23760455DA3,Payment,Main Dining,Square POS,Wei Brown,2065A2A9E8,Host Stand,James L.,142.00,0.00,142.00,17.04,31.24,190.28,-5.14,185.14,Visa,Chip,8523,0.00,Dine-In
2026-02-12 20:53:12,13DE76D7A5A249A99F,13DE76D7A5A249A99F,Payment,Main Dining,Square POS,Wei Taylor,2120300D3F,Dining Room POS 1,Leo C.,145.00,0.00,145.00,17.40,14.50,176.90,-4.79,172.11,Visa,Chip,2568,0.00,Takeout
2026-02-12 20:53:39,A0D0BA5171B047C0B6,A0D0BA5171B047C0B6,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,164.00,0.00,164.00,19.68,36.08,219.76,-5.92,213.84,Visa,Chip,5407,0.00,Dine-In
2026-02-12 20:55:52,03B63683BA134A6FA8,03B63683BA134A6FA8,Payment,Main Dining,Square POS,Liam Martin,A1483BD4A3,Bar Terminal,Priya K.,239.00,0.00,239.00,28.68,47.80,315.48,-8.46,307.02,Mastercard,Chip,4443,0.00,Dine-In
2026-02-12 20:56:51,E2887C2FEF004C86A0,E2887C2FEF004C86A0,Payment,Main Dining,Square POS,Isabella Taylor,D8165DAEB8,Dining Room POS 1,Priya K.,167.00,0.00,167.00,20.04,33.40,220.44,-5.94,214.50,Visa,Tap,9957,0.00,Dine-In
2026-02-12 21:07:59,0DEBFFBFDA0A42159F,0DEBFFBFDA0A42159F,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,115.50,0.00,115.50,13.86,23.10,152.46,-4.14,148.32,Visa,Tap,6280,0.00,Dine-In
2026-02-12 21:19:06,8B78FD829B4E4F418E,8B78FD829B4E4F418E,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,141.50,0.00,141.50,16.98,25.47,183.95,-4.97,178.98,Mastercard,Tap,3301,0.00,Dine-In
2026-02-12 21:27:39,AB0182DD567344EF9E,AB0182DD567344EF9E,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,43.00,0.00,43.00,5.16,0.00,48.16,-1.38,46.78,Mastercard,Chip,3382,0.00,Delivery
2026-02-12 21:29:48,89B442DC2F9E41BFAF,89B442DC2F9E41BFAF,Payment,Main Dining,Square POS,,,Host Stand,James L.,185.50,0.00,185.50,22.26,27.82,235.58,-6.34,229.24,Visa,Chip,6412,0.00,Dine-In
2026-02-12 21:36:28,83E26085064947ECB5,83E26085064947ECB5,Payment,Main Dining,Square POS,Charlotte Patel,31EBE544E6,Bar Terminal,James L.,176.50,0.00,176.50,21.18,35.30,232.98,-6.27,226.71,Visa,Tap,4652,0.00,Dine-In
2026-02-12 21:39:38,A42A0917B8DE4052BC,A42A0917B8DE4052BC,Payment,Main Dining,Square Online,,,Dining Room POS 1,Emma W.,40.00,0.00,40.00,4.80,0.00,44.80,-1.29,43.51,Visa,Tap,8242,0.00,Delivery
2026-02-12 21:41:34,D0867C47FC454325A2,D0867C47FC454325A2,Payment,Main Dining,Square POS,Mei Wang,3D8762A32F,Bar Terminal,Priya K.,144.00,0.00,144.00,17.28,28.80,190.08,0.00,190.06,Cash,,,-0.02,Dine-In
2026-02-12 21:44:28,054F49121CA14B1998,054F49121CA14B1998,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,156.00,0.00,156.00,18.72,0.00,174.72,-4.73,169.99,Mastercard,Tap,2587,0.00,Takeout
2026-02-12 21:48:26,75016D8AB71040C6A0,75016D8AB71040C6A0,Payment,Main Dining,Square Online,,,Dining Room POS 1,Emma W.,118.00,0.00,118.00,14.16,0.00,132.16,-3.60,128.56,Interac Debit,Tap,9868,0.00,Delivery
2026-02-12 21:49:30,8764330CB137422EB1,8764330CB137422EB1,Payment,Main Dining,Square POS,,,Dining Room POS 2,Sarah M.,124.50,0.00,124.50,14.94,22.41,161.85,-4.39,157.46,Visa,Chip,2480,0.00,Dine-In
2026-02-13 11:06:29,6E363C57ED9547C1AF,6E363C57ED9547C1AF,Payment,Main Dining,Square POS,Daniel Zhang,04351E2945,Dining Room POS 1,Leo C.,160.50,0.00,160.50,19.26,32.10,211.86,-5.71,206.15,Visa,Tap,6750,0.00,Dine-In
2026-02-13 11:07:14,385465ABF0384E859C,385465ABF0384E859C,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,159.00,0.00,159.00,19.08,34.98,213.06,-5.75,207.31,Visa,Tap,7652,0.00,Dine-In
2026-02-13 11:08:52,498CF5916A7F47D08B,498CF5916A7F47D08B,Payment,Main Dining,Square POS,Charlotte Chen,9B93D35096,Dining Room POS 1,Priya K.,56.00,0.00,56.00,6.72,0.00,62.72,-1.76,60.96,Visa,Tap,3120,0.00,Takeout
2026-02-13 11:10:18,AC5A924669F3452C9B,AC5A924669F3452C9B,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,65.00,0.00,65.00,7.80,9.75,82.55,-2.29,80.26,Visa,Tap,9971,0.00,Dine-In
2026-02-13 11:20:46,2371870A682C4C60B7,2371870A682C4C60B7,Payment,Main Dining,Square POS,Ravi Kim,4E361AEACC,Dining Room POS 1,Emma W.,98.00,0.00,98.00,11.76,4.90,114.66,-3.14,111.52,Visa,Tap,4892,0.00,Takeout
2026-02-13 11:26:37,D277BBD4BE704D9BA8,D277BBD4BE704D9BA8,Payment,Main Dining,Square POS,,,Dining Room POS 2,Sarah M.,111.00,0.00,111.00,13.32,22.20,146.52,-3.98,142.54,Visa,Tap,2948,0.00,Dine-In
2026-02-13 11:26:40,5DA337978512461280,5DA337978512461280,Payment,Main Dining,Square POS,Charlotte Nakamura,2E463EA426,Dining Room POS 2,James L.,154.00,0.00,154.00,18.48,30.80,203.28,-5.49,197.79,Interac Debit,Tap,6087,0.00,Dine-In
2026-02-13 11:35:00,CF78FA3FBC15433896,CF78FA3FBC15433896,Payment,Main Dining,Square POS,,,Host Stand,Emma W.,208.00,0.00,208.00,24.96,37.44,270.40,-7.27,263.13,Interac Debit,Tap,8657,0.00,Dine-In
2026-02-13 11:36:43,1046FAD07A584A19B4,1046FAD07A584A19B4,Payment,Main Dining,Square POS,,,Dining Room POS 2,Emma W.,99.00,0.00,99.00,11.88,21.78,132.66,-3.62,129.04,Interac Debit,Tap,3180,0.00,Dine-In
2026-02-13 11:42:04,E7646DCE3B404125B9,E7646DCE3B404125B9,Payment,Main Dining,Square POS,David Singh,20598320F1,Dining Room POS 2,Emma W.,88.00,0.00,88.00,10.56,17.60,116.16,-3.18,112.98,Visa,Tap,2789,0.00,Dine-In
2026-02-13 11:50:41,DF8220EF0E1A485D9F,DF8220EF0E1A485D9F,Payment,Main Dining,Square POS,,,Host Stand,James L.,221.00,0.00,221.00,26.52,44.20,291.72,-7.83,283.89,Visa,Chip,3677,0.00,Dine-In
2026-02-13 11:53:18,3FDA79CA99834BBD82,3FDA79CA99834BBD82,Payment,Main Dining,Square POS,Michael Lee,A02466D577,Host Stand,James L.,141.50,0.00,141.50,16.98,25.47,183.95,-4.97,178.98,Gift Card,,,0.00,Dine-In
2026-02-13 11:53:55,ECCDDDCCB0914FA78C,ECCDDDCCB0914FA78C,Payment,Main Dining,Square POS,Grace Smith,949543E255,Dining Room POS 2,Emma W.,66.00,0.00,66.00,7.92,13.20,87.12,0.00,87.12,Cash,,,0.00,Dine-In
2026-02-13 11:56:46,85F62C190F8248E184,85F62C190F8248E184,Payment,Main Dining,Square Online,James Kim,5457E33246,Dining Room POS 1,Marcus T.,233.00,0.00,233.00,27.96,0.00,260.96,-7.02,253.94,Mastercard,Chip,6575,0.00,Delivery
2026-02-13 12:08:41,53AFB6A81892435D9E,53AFB6A81892435D9E,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,120.00,0.00,120.00,14.40,26.40,160.80,0.00,160.78,Cash,,,-0.02,Dine-In
2026-02-13 12:14:17,51A91406B38741CFA0,51A91406B38741CFA0,Payment,Main Dining,Square POS,,,Bar Terminal,Priya K.,37.00,0.00,37.00,4.44,6.66,48.10,0.00,48.11,Cash,,,0.01,Dine-In
2026-02-13 12:26:00,860673C595D3457584,860673C595D3457584,Payment,Main Dining,Square POS,,,Host Stand,Marcus T.,306.50,0.00,306.50,36.78,61.30,404.58,-10.82,393.76,Visa,Tap,1112,0.00,Dine-In
2026-02-13 12:27:02,171D7CFD580246DC91,171D7CFD580246DC91,Payment,Main Dining,Square POS,Emily Thomas,2160C46E4B,Dining Room POS 2,James L.,177.50,0.00,177.50,21.30,35.50,234.30,-6.31,227.99,Interac Debit,Tap,2302,0.00,Dine-In
2026-02-13 12:31:33,5AC5694ABCA24B23A1,5AC5694ABCA24B23A1,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,102.00,0.00,102.00,12.24,0.00,114.24,-3.13,111.11,Visa,Tap,3905,0.00,Delivery
2026-02-13 12:33:38,E3E04EB39B0041D788,E3E04EB39B0041D788,Payment,Main Dining,Square Online,Emily Thomas,2160C46E4B,Dining Room POS 1,Marcus T.,156.00,0.00,156.00,18.72,0.00,174.72,-4.73,169.99,Interac Debit,Tap,8443,0.00,Delivery
2026-02-13 12:37:28,96565E5DA126447AA1,96565E5DA126447AA1,Payment,Main Dining,Square POS,Wei Taylor,2120300D3F,Host Stand,Leo C.,128.00,0.00,128.00,15.36,23.04,166.40,-4.51,161.89,Visa,Tap,9343,0.00,Dine-In
2026-02-13 12:37:58,6CC1BEEF4FE2453688,6CC1BEEF4FE2453688,Payment,Main Dining,Square POS,Yuki Harris,181AAF30C1,Dining Room POS 1,Marcus T.,151.00,0.00,151.00,18.12,7.55,176.67,-4.78,171.89,Visa,Tap,3520,0.00,Takeout
2026-02-13 12:37:59,A943087FFA7540E89B,A943087FFA7540E89B,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,122.00,0.00,122.00,14.64,21.96,158.60,0.00,158.62,Cash,,,0.02,Dine-In
2026-02-13 12:38:05,8F4D7729D0AF47BBBD,8F4D7729D0AF47BBBD,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,173.50,0.00,173.50,20.82,0.00,194.32,-5.25,189.07,Mastercard,Chip,1935,0.00,Takeout
2026-02-13 12:45:21,D20297799202446A92,D20297799202446A92,Payment,Main Dining,Square POS,Wei Smith,64D919001A,Dining Room POS 1,Priya K.,154.00,0.00,154.00,18.48,30.80,203.28,-5.49,197.79,Interac Debit,Tap,6873,0.00,Dine-In
2026-02-13 12:45:37,1E1F1AF1EA4F474EBE,1E1F1AF1EA4F474EBE,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,181.00,0.00,181.00,21.72,32.58,235.30,-6.34,228.96,Mastercard,Chip,6185,0.00,Dine-In
2026-02-13 12:57:30,E88DD9B3B36845EBA6,E88DD9B3B36845EBA6,Payment,Main Dining,Square POS,Olivia Jones,28A9A0F0F8,Dining Room POS 2,Sarah M.,64.50,-10.25,54.25,6.51,10.85,71.61,-2.00,69.61,Visa,Tap,1873,0.00,Dine-In
2026-02-13 13:00:47,9ED46FA6086F473196,9ED46FA6086F473196,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,88.50,0.00,88.50,10.62,0.00,99.12,-2.73,96.39,Mastercard,Chip,9313,0.00,Delivery
2026-02-13 13:12:08,D0692838A8CB4DB397,D0692838A8CB4DB397,Payment,Main Dining,Square POS,Ravi Smith,9A1A458001,Host Stand,Emma W.,88.50,0.00,88.50,10.62,17.70,116.82,0.00,116.83,Cash,,,0.01,Dine-In
2026-02-13 13:20:03,932D39B4BD1C4F76AB,932D39B4BD1C4F76AB,Payment,Main Dining,Square POS,,,Bar Terminal,James L.,274.50,0.00,274.50,32.94,60.39,367.83,-9.85,357.98,Mastercard,Tap,8602,0.00,Dine-In
2026-02-13 13:25:10,874020BAB1E04A41AB,874020BAB1E04A41AB,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,114.00,0.00,114.00,13.68,11.40,139.08,-3.79,135.29,Mastercard,Chip,6305,0.00,Takeout
2026-02-13 13:28:55,93631DBD84DF48D4BB,93631DBD84DF48D4BB,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,91.00,0.00,91.00,10.92,22.75,124.67,-3.40,121.27,Visa,Chip,1449,0.00,Dine-In
2026-02-13 13:30:23,E825CDC3EA9C4D2089,E825CDC3EA9C4D2089,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,158.00,0.00,158.00,18.96,31.60,208.56,-5.63,202.93,Interac Debit,Tap,3283,0.00,Dine-In
2026-02-13 13:32:52,72019601317C483BB0,72019601317C483BB0,Payment,Main Dining,Square POS,Ava Taylor,5F67C6A398,Bar Terminal,Emma W.,186.00,0.00,186.00,22.32,40.92,249.24,-6.70,242.54,Visa,Tap,7374,0.00,Dine-In
2026-02-13 13:44:55,489C4F60B5EE44AD99,489C4F60B5EE44AD99,Payment,Main Dining,Square Online,Wei Brown,2065A2A9E8,Dining Room POS 1,Marcus T.,259.50,0.00,259.50,31.14,0.00,290.64,-7.80,282.84,Interac Debit,Tap,8823,0.00,Delivery
2026-02-13 13:47:18,921D12B0D76242C487,921D12B0D76242C487,Payment,Main Dining,Square Online,James Anderson,B4E2835CED,Dining Room POS 1,Leo C.,52.00,0.00,52.00,6.24,0.00,58.24,-1.64,56.60,Visa,Chip,1716,0.00,Delivery
2026-02-13 13:49:17,95532F53D7DE4D2FBB,95532F53D7DE4D2FBB,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,125.00,0.00,125.00,15.00,22.50,162.50,-4.41,158.09,Mastercard,Tap,1453,0.00,Dine-In
2026-02-13 13:49:41,3FD2ACF20C23459A96,3FD2ACF20C23459A96,Payment,Main Dining,Square POS,Ava Tanaka,0EBE4967F7,Bar Terminal,Marcus T.,172.00,0.00,172.00,20.64,25.80,218.44,0.00,218.44,Cash,,,0.00,Dine-In
2026-02-13 13:54:52,B8DFDC5ECE21477EA3,B8DFDC5ECE21477EA3,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,247.00,0.00,247.00,29.64,44.46,321.10,-8.61,312.49,Visa,Chip,8313,0.00,Dine-In
2026-02-13 17:01:54,17C315654B0E4E1D83,17C315654B0E4E1D83,Payment,Main Dining,Square POS,Sophia Nakamura,ED8955EDAA,Dining Room POS 1,Priya K.,226.00,0.00,226.00,27.12,45.20,298.32,0.00,298.33,Cash,,,0.01,Dine-In
2026-02-13 17:04:10,9445BCDCA1AF42ED86,9445BCDCA1AF42ED86,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,170.00,0.00,170.00,20.40,34.00,224.40,-6.05,218.35,Visa,Chip,3651,0.00,Dine-In
2026-02-13 17:04:56,4FBB9569B5AD4533B5,4FBB9569B5AD4533B5,Payment,Main Dining,Square POS,Ravi Smith,2DCF0321A1,Host Stand,Marcus T.,304.00,0.00,304.00,36.48,60.80,401.28,-10.73,390.55,Mastercard,Chip,1489,0.00,Dine-In
2026-02-13 17:17:11,1F9670ECC6CB459A81,1F9670ECC6CB459A81,Payment,Main Dining,Square POS,Owen Chen,F7F94E3A06,Host Stand,Marcus T.,272.50,0.00,272.50,32.70,49.05,354.25,-9.49,344.76,Mastercard,Chip,8824,0.00,Dine-In
2026-02-13 17:37:01,35EB3E9203E648A3BC,35EB3E9203E648A3BC,Payment,Main Dining,Square POS,Liam Martin,A1483BD4A3,Host Stand,Sarah M.,181.50,0.00,181.50,21.78,36.30,239.58,-6.45,233.13,Visa,Tap,5978,0.00,Dine-In
2026-02-13 17:38:19,2F3E91EC23EF470397,2F3E91EC23EF470397,Refund,Main Dining,Square POS,,,Dining Room POS 1,James L.,-15.36,0.00,-15.36,-1.84,0.00,-17.20,0.56,-16.64,Visa,,7219,0.00,Dine-In
2026-02-13 17:38:31,C0F51759997D432085,C0F51759997D432085,Payment,Main Dining,Square POS,,,Host Stand,James L.,175.00,0.00,175.00,21.00,38.50,234.50,-6.31,228.19,Interac Debit,Tap,4908,0.00,Dine-In
2026-02-13 17:41:22,E3BA95EF51A74B7D85,E3BA95EF51A74B7D85,Payment,Main Dining,Square POS,Raj Patel,845117A291,Host Stand,Leo C.,154.00,0.00,154.00,18.48,30.80,203.28,-5.49,197.79,Visa,Chip,3126,0.00,Dine-In
2026-02-13 17:55:51,F6A90E0D925D43F1A4,F6A90E0D925D43F1A4,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,113.00,0.00,113.00,13.56,24.86,151.42,-4.11,147.31,Visa,Tap,7055,0.00,Dine-In
2026-02-13 18:15:28,1EE4E9868DC3403B91,1EE4E9868DC3403B91,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,186.00,0.00,186.00,22.32,33.48,241.80,-6.51,235.29,Visa,Chip,6412,0.00,Dine-In
2026-02-13 18:20:03,149DFD68E2B248028B,149DFD68E2B248028B,Payment,Main Dining,Square POS,Aiko Zhang,9A5200A8E0,Dining Room POS 1,James L.,161.00,0.00,161.00,19.32,32.20,212.52,-5.73,206.79,Gift Card,,,0.00,Dine-In
2026-02-13 18:20:20,72816EA67E1E482DA7,72816EA67E1E482DA7,Payment,Main Dining,Square POS,,,Dining Room POS 1,Priya K.,236.50,0.00,236.50,28.38,47.30,312.18,0.00,312.16,Cash,,,-0.02,Dine-In
2026-02-13 18:28:42,473DC9D9351F4A32A7,473DC9D9351F4A32A7,Payment,Main Dining,Square POS,David Patel,7B2AE1F4FF,Bar Terminal,Marcus T.,36.00,0.00,36.00,4.32,6.48,46.80,-1.34,45.46,Visa,Tap,4046,0.00,Dine-In
2026-02-13 18:35:45,ED8FB9B230D94B139D,ED8FB9B230D94B139D,Payment,Main Dining,Square POS,Aiko Zhang,9A5200A8E0,Dining Room POS 1,Marcus T.,169.50,0.00,169.50,20.34,16.95,206.79,-5.58,201.21,Visa,Chip,5410,0.00,Takeout
2026-02-13 18:38:32,255F98426C5E44BFA6,255F98426C5E44BFA6,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,82.00,0.00,82.00,9.84,14.76,106.60,-2.92,103.68,Mastercard,Tap,8388,0.00,Dine-In
2026-02-13 18:41:06,2F293E6868174801AA,2F293E6868174801AA,Payment,Main Dining,Square POS,,,Bar Terminal,James L.,272.50,0.00,272.50,32.70,54.50,359.70,-9.63,350.07,Amex,Tap,6705,0.00,Dine-In
2026-02-13 18:50:30,C2D6448DE0624EE3A2,C2D6448DE0624EE3A2,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,188.00,0.00,188.00,22.56,9.40,219.96,-5.93,214.03,Mastercard,Tap,6211,0.00,Takeout
